Pincode,Prepaid,Reverse Pickup,COD,City,State Code,Express TAT,Surface TAT,Zone,BD-Zone,BD-State Code,BD-serviceable status
124506,Y,Y,Y,Bahadurgarh,HR,2,2,B,No service,No service,0
244102,Y,Y,Y,Moradabad,UP,2,2,B,NORTH,MRY,Yes
488446,Y,Y,Y,Pawai,MP,3,3,D1,No service,No service,EDL /ODA
400086,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
607003,Y,Y,Y,Cuddalore,TN,3,4,D2,SOUTH,CUD,Yes
673018,Y,Y,Y,Kozhikode,KL,2,5,D2,SOUTH,CLT,Yes
821304,Y,Y,Y,Rohtas,BR,4,4,D1,No service,No service,EDL /ODA
209203,Y,Y,Y,Kanpur,UP,2,2,B,No service,No service,EDL /ODA
802223,Y,Y,Y,Sandesh,BR,3,3,D1,No service,No service,EDL /ODA
143507,Y,Y,Y,Batala,PB,2,2,B,No service,No service,EDL /ODA
506352,Y,Y,Y,Mulugu,TS,3,4,D2,No service,No service,EDL /ODA
224226,Y,Y,Y,Lucknow,UP,2,2,D1,No service,No service,0
586113,Y,Y,Y,Bijapur,KA,3,4,D2,No service,No service,EDL /ODA
507114,Y,Y,Y,Kukanoor,AP,2,4,#N/A,No service,No service,EDL /ODA
531036,Y,Y,Y,Chodavaram,AP,2,4,D2,No service,No service,0
403517,Y,Y,Y,Goa,GA,3,4,D2,No service,No service,EDL /ODA
701101,Y,Y,Y,Howrah,WB,2,3,C2,No service,No service,0
517621,Y,Y,Y,Srikalahasti,AP,3,5,D2,No service,No service,EDL /ODA
172026,Y,Y,Y,Anni,HP,3,3,E,No service,No service,EDL /ODA
382810,Y,Y,Y,Vijapur,GJ,3,4,D1,No service,No service,EDL /ODA
276405,Y,Y,Y,Ghosi,UP,3,3,D1,No service,No service,EDL /ODA
683523,Y,Y,Y,Kodungallur,KL,3,5,D2,No service,No service,EDL /ODA
606002,Y,Y,Y,Virudhachalam,TN,3,4,D2,No service,No service,0
742213,Y,Y,Y,Raghunathganj,WB,2,4,D2,No service,No service,EDL /ODA
391510,Y,Y,Y,Halol,GJ,2,3,D1,WEST,HLZ,Yes
400014,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
583211,Y,Y,Y,Hospet,KA,3,4,D2,No service,No service,EDL /ODA
454001,Y,Y,Y,Dhar,MP,2,3,D1,No service,No service,EDL /ODA
487661,Y,Y,Y,Gadarwara,MP,3,3,D1,No service,No service,EDL /ODA
621112,Y,Y,Y,Tiruchi,TN,3,5,D2,No service,No service,EDL /ODA
534247,Y,Y,Y,Bhimavaram,AP,3,4,D2,No service,No service,EDL /ODA
762001,Y,Y,Y,Phulbani,OR,3,4,D2,No service,No service,EDL /ODA
848113,Y,Y,Y,Tajpur,BR,3,3,D1,No service,No service,EDL /ODA
624004,Y,Y,Y,Dindigul,TN,3,5,D2,SOUTH,PPS,Yes
208025,Y,Y,Y,Kanpur,UP,2,2,B,NORTH,KNP,Yes
441112,Y,Y,Y,Savner,MH,2,3,D1,No service,No service,EDL /ODA
383307,Y,Y,Y,Bayad,GJ,3,3,D1,No service,No service,EDL /ODA
572137,Y,Y,Y,Sira,KA,3,4,D2,No service,No service,EDL /ODA
679301,Y,Y,Y,Pazhayannur,KL,4,5,D2,No service,No service,EDL /ODA
781020,Y,Y,Y,Guwahati,AS,3,4,E,EAST,GAU,Yes
742163,Y,Y,Y,Plassey,WB,3,4,D2,No service,No service,EDL /ODA
382825,Y,Y,Y,Mehsana,GJ,3,4,D1,No service,No service,EDL /ODA
534411,Y,Y,Y,Tadepalligudem,AP,3,4,D2,SOUTH,TPQ,Yes
689665,Y,Y,Y,Pathanamthitta,KL,3,5,D2,No service,No service,EDL /ODA
272270,Y,Y,Y,Menhdawal,UP,3,3,D1,No service,No service,EDL /ODA
700147,Y,Y,Y,Kolkata,WB,2,3,C2,No service,No service,EDL /ODA
535578,Y,Y,Y,Salur,AP,3,4,D2,No service,No service,EDL /ODA
803216,Y,Y,Y,Bihar Sharif,BR,2,3,D1,No service,No service,EDL /ODA
534202,Y,Y,Y,Bhimavaram,AP,3,4,D2,SOUTH,BMW,Yes
680555,Y,Y,Y,Arimbur,KL,4,5,D2,No service,No service,EDL /ODA
224121,Y,Y,Y,Rudauli,UP,3,3,D1,No service,No service,EDL /ODA
785619,Y,Y,Y,Dergaon,AS,3,5,E,EAST,BKO,Yes
796901,Y,Y,Y,Siaha,MZ,6,8,E,No service,No service,0
814148,Y,Y,Y,Shikaripara,JH,3,3,D1,No service,No service,EDL /ODA
492012,Y,Y,Y,Raipur,CG,2,4,D1,WEST,RPR,Yes
606301,Y,Y,Y,Chinnasalem,TN,3,4,D2,No service,No service,EDL /ODA
411002,Y,Y,Y,Pune,MH,2,3,C2,WEST,PNQ,Yes
522050,Y,Y,Y,Guntur,AP,3,4,D2,No service,No service,0
415309,Y,Y,Y,Vita,MH,3,4,D2,No service,No service,EDL /ODA
230002,Y,Y,Y,Pratapgarh,UP,2,2,D1,No service,No service,EDL /ODA
673634,Y,Y,Y,Kozhikode,KL,2,5,D2,SOUTH,PVU,Yes
632059,Y,Y,Y,Kadpadi,TN,3,4,#N/A,No service,No service,EDL /ODA
632326,Y,Y,Y,Arani,TN,2,4,D2,No service,No service,EDL /ODA
673578,Y,Y,Y,Mananthavadi,KL,3,5,D2,No service,No service,EDL /ODA
143111,Y,Y,Y,Tarsikka,PB,2,2,B,NORTH,ATQ,Yes
631503,Y,Y,Y,Kanchipuram,TN,3,4,D2,SOUTH,KPM,Yes
700058,Y,Y,Y,Kolkata,WB,2,3,C2,EAST,CCU,Yes
534406,Y,Y,Y,Tadepalligudem,AP,3,4,D2,No service,No service,EDL /ODA
222113,Y,Y,Y,Shahganj,UP,3,3,D1,No service,No service,EDL /ODA
344026,Y,Y,Y,KalyanpurRJ,RJ,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
464337,Y,Y,Y,Khurai,MP,3,3,D1,No service,No service,EDL /ODA
322026,Y,Y,Y,Sawai Madhopur,RJ,3,3,B,No service,No service,EDL /ODA
534216,Y,Y,Y,Tanuku,AP,3,4,D2,No service,No service,EDL /ODA
462037,Y,Y,Y,Bhopal,MP,2,3,D1,WEST,BHX,Yes
833212,Y,Y,Y,Noamundi,JH,3,5,D1,No service,No service,EDL /ODA
612603,Y,Y,Y,Thiruvarur,TN,3,5,D2,No service,No service,EDL /ODA
486111,Y,Y,Y,Raipur Karchulion,MP,3,3,D1,No service,No service,EDL /ODA
795003,Y,Y,Y,Imphal,MN,3,6,F,EAST,IMO,Yes
788009,Y,Y,Y,Udarbond,AS,3,5,E,No service,No service,EDL /ODA
784169,Y,Y,Y,Narayanpur,AS,3,4,E,No service,No service,EDL /ODA
622408,Y,Y,Y,Ponnamaravathi,TN,3,5,D2,No service,No service,EDL /ODA
472005,Y,Y,Y,Tikamgarh,MP,3,3,D1,No service,No service,EDL /ODA
517112,Y,Y,Y,Pakala,AP,3,5,D2,No service,No service,EDL /ODA
825335,Y,Y,Y,hazaribagh,JH,2,3,D1,No service,No service,EDL /ODA
606903,Y,Y,Y,Arani,TN,2,4,D2,No service,No service,EDL /ODA
788118,Y,Y,Y,Silchar,AS,3,5,E,No service,No service,EDL /ODA
121004,Y,Y,Y,Faridabad,HR,1,1,A,NORTH,FAR,Yes
784163,Y,Y,Y,Narayanpur,AS,3,4,E,No service,No service,EDL /ODA
784165,Y,Y,Y,Narayanpur,AS,3,4,E,No service,No service,EDL /ODA
415307,Y,Y,Y,Vita,MH,3,4,D2,No service,No service,EDL /ODA
383462,Y,Y,Y,Bhiloda,GJ,3,3,D1,No service,No service,EDL /ODA
122218,Y,Y,Y,Gurgaon,HR,1,1,A,No service,No service,0
144510,Y,Y,Y,Nawanshahr,PB,2,2,B,No service,No service,EDL /ODA
140111,Y,Y,Y,Rupnagar,PB,2,2,B,No service,No service,EDL /ODA
250619,Y,Y,Y,Baraut,UP,2,2,B,No service,No service,EDL /ODA
285251,Y,Y,Y,Konch,UP,2,2,B,No service,No service,EDL /ODA
600013,Y,Y,Y,Chennai,TN,2,4,C2,SOUTH,MAA,Yes
691329,Y,Y,Y,Ayoor,KL,3,5,D2,No service,No service,EDL /ODA
509135,Y,Y,Y,Gadwal,TS,3,4,#N/A,No service,No service,EDL /ODA
151506,Y,Y,Y,Mansa,PB,2,2,B,No service,No service,EDL /ODA
384570,Y,Y,Y,Vijapur,GJ,3,4,D1,No service,No service,0
122052,Y,Y,Y,Gurgaon,HR,1,1,A,NORTH,GGN,Yes
323613,Y,Y,Y,Lakheri,RJ,2,2,B,No service,No service,EDL /ODA
303209,Y,Y,Y,Bassi,RJ,3,3,B,No service,No service,0
847119,Y,Y,Y,Bharwara,BR,3,3,D1,No service,No service,0
721103,Y,Y,Y,Midnapore,WB,2,4,D2,No service,No service,0
801115,Y,Y,Y,Patna,BR,2,3,D1,No service,No service,0
363334,Y,Y,Y,Halvad,GJ,3,4,D1,No service,No service,0
314030,Y,Y,Y,Simalwara,RJ,3,3,D1,No service,No service,EDL /ODA
331025,Y,Y,Y,Malsisar,RJ,2,2,B,No service,No service,EDL /ODA
412803,Y,Y,Y,Wai,MH,3,4,D2,No service,No service,EDL /ODA
463106,Y,Y,Y,Berasia,MP,2,3,D1,No service,No service,EDL /ODA
756058,Y,Y,Y,Raj Berhampur,OR,3,4,D2,No service,No service,EDL /ODA
431123,Y,Y,Y,Kaij,MH,2,4,D2,No service,No service,EDL /ODA
431721,Y,Y,Y,Mahagaon,MH,3,4,D1,No service,No service,EDL /ODA
441201,Y,Y,Y,Pauni,MH,2,3,D1,No service,No service,EDL /ODA
444105,Y,Y,Y,Karanja,MH,3,3,D1,No service,No service,EDL /ODA
391155,Y,Y,Y,Bodeli,GJ,2,3,D1,No service,No service,EDL /ODA
813115,Y,Y,Y,Banka,BR,3,3,D1,No service,No service,0
273158,Y,Y,Y,Anandnagar,UP,3,3,D1,No service,No service,EDL /ODA
768119,Y,Y,Y,Deogarh,OR,3,4,D2,No service,No service,EDL /ODA
177401,Y,Y,Y,Bhota,HP,3,3,E,No service,No service,EDL /ODA
141105,Y,Y,Y,Raikot,PB,2,2,B,No service,No service,EDL /ODA
637406,Y,Y,Y,Rasipuram,TN,3,4,D2,No service,No service,EDL /ODA
222303,Y,Y,Y,Lambhua,UP,2,2,D1,No service,No service,EDL /ODA
229211,Y,Y,Y,Lalganj,UP,2,2,D1,No service,No service,EDL /ODA
361006,Y,Y,Y,Jamnagar,GJ,3,3,D1,WEST,QGR,Yes
388570,Y,Y,Y,Vatadara,GJ,2,3,D1,No service,No service,EDL /ODA
343001,Y,Y,Y,Jalore,RJ,3,3,D1,No service,No service,EDL /ODA
411014,Y,Y,Y,Pune,MH,2,3,C2,WEST,PNQ,Yes
783389,Y,Y,Y,Chapar,AS,3,4,E,No service,No service,EDL /ODA
407001,Y,Y,Y,Navi mumbai,MH,2,3,C2,No service,No service,0
493773,Y,Y,Y,Dhamtari,CG,2,4,D1,No service,No service,EDL /ODA
416551,Y,Y,Y,Gadhinglaj,MH,3,4,D2,No service,No service,EDL /ODA
431143,Y,Y,Y,Georai,MH,2,4,D1,No service,No service,EDL /ODA
691528,Y,Y,Y,Adoor,KL,3,5,D2,No service,No service,EDL /ODA
605006,Y,Y,Y,Pondicherry,PU,2,4,D2,SOUTH,PON,Yes
788113,Y,Y,Y,Bhaga,AS,4,5,E,No service,No service,EDL /ODA
781128,Y,Y,Y,Guwahati,AS,3,4,E,EAST,GAU,Yes
391244,Y,Y,Y,Karjan,GJ,2,3,D1,No service,No service,EDL /ODA
221204,Y,Y,Y,Bhadohi,UP,3,3,D1,No service,No service,EDL /ODA
262308,Y,Y,Y,Khatima,UK,2,2,B,No service,No service,EDL /ODA
761014,Y,Y,Y,Digapahandi,OR,3,4,D2,No service,No service,EDL /ODA
142050,Y,Y,Y,Faridkot,PB,2,2,B,No service,No service,EDL /ODA
735216,Y,Y,Y,Birpara,WB,2,3,D2,No service,No service,EDL /ODA
416507,Y,Y,Y,Halkarni,MH,3,4,D2,No service,No service,EDL /ODA
147103,Y,Y,Y,Patiala,PB,2,2,B,NORTH,PXT,Yes
712429,Y,Y,Y,Khanakul,WB,2,3,D2,No service,No service,EDL /ODA
686603,Y,Y,Y,Kottayam,KL,3,5,D2,No service,No service,EDL /ODA
480551,Y,Y,Y,Junnardeo,MP,3,3,D1,No service,No service,EDL /ODA
263636,Y,Y,Y,Almora,UK,2,2,B,No service,No service,EDL /ODA
576229,Y,Y,Y,Kundapura,KA,3,4,D2,No service,No service,EDL /ODA
364003,Y,Y,Y,Bhavnagar,GJ,3,4,D1,WEST,BVN,Yes
636354,Y,Y,Y,Dharmapuri,TN,3,4,D2,No service,No service,EDL /ODA
518347,Y,Y,Y,Adoni,AP,3,4,D2,No service,No service,EDL /ODA
754140,Y,Y,Y,Tirtol,OR,3,4,D2,EAST,PDP,Yes
602021,Y,Y,Y,Tiruvallur,TN,3,4,D2,No service,No service,EDL /ODA
673517,Y,Y,Y,Thalassery,KL,3,5,D2,No service,No service,EDL /ODA
363530,Y,Y,Y,Chotila,GJ,3,3,D1,No service,No service,EDL /ODA
531161,Y,Y,Y,Bheemunipatnam,AP,3,4,D2,No service,No service,EDL /ODA
614016,Y,Y,Y,Thiruvarur,TN,3,5,D2,No service,No service,EDL /ODA
736201,Y,Y,Y,Kumargram,WB,2,4,D2,No service,No service,0
174005,Y,Y,Y,Bilaspur-HP,HP,3,3,E,No service,No service,EDL /ODA
635653,Y,Y,Y,Tiruppattur,TN,3,4,D2,No service,No service,0
410202,Y,Y,Y,Khopoli,MH,3,3,D2,No service,No service,EDL /ODA
403409,Y,Y,Y,Goa,GA,3,4,D2,WEST,PNJ,Yes
243725,Y,Y,Y,Aonla,UP,2,2,B,No service,No service,EDL /ODA
206125,Y,Y,Y,Bakewar,UP,2,2,B,No service,No service,EDL /ODA
802311,Y,Y,Y,Arrah,BR,2,3,D1,No service,No service,EDL /ODA
307022,Y,Y,Y,Pindwara,RJ,3,3,D1,No service,No service,EDL /ODA
496100,Y,Y,Y,Raigarh,CG,4,4,D1,No service,No service,EDL /ODA
311605,Y,Y,Y,Mandalgarh,RJ,3,3,D1,No service,No service,0
586111,Y,Y,Y,Indi,KA,3,4,D2,No service,No service,EDL /ODA
263623,Y,Y,Y,Almora,UK,2,2,B,No service,No service,EDL /ODA
627851,Y,Y,Y,Ambasamudram,TN,3,5,D2,SOUTH,TSI,Yes
493116,Y,Y,Y,Tilda,CG,3,4,D1,No service,No service,EDL /ODA
609808,Y,Y,Y,Mayiladuthurai,TN,3,5,D2,No service,No service,EDL /ODA
686608,Y,Y,Y,Kottayam,KL,3,5,D2,No service,No service,EDL /ODA
382324,Y,Y,Y,Ahmedabad,GJ,2,3,C1,No service,No service,0
248197,Y,Y,Y,Dehradun,UK,2,2,B,NORTH,SEL,Yes
757054,Y,Y,Y,Rairangpur,OR,2,4,D1,No service,No service,EDL /ODA
500062,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
131301,Y,Y,Y,Gohana,HR,2,2,B,No service,No service,EDL /ODA
682507,Y,Y,Y,Cochin,KL,2,5,D2,SOUTH,COK,Yes
784118,Y,Y,Y,Thelamara,AS,3,4,E,No service,No service,EDL /ODA
410210,Y,Y,Y,Navi mumbai,MH,2,3,C2,WEST,NBM,Yes
561212,Y,Y,Y,Bagepalli,KA,3,4,D2,No service,No service,EDL /ODA
999928,Y,Y,Y,Hoskote,KA,3,4,C2,No service,No service,0
602027,Y,Y,Y,Tiruvallur,TN,3,4,D2,No service,No service,EDL /ODA
757025,Y,Y,Y,Betnoti,OR,3,4,D2,No service,No service,EDL /ODA
143119,Y,Y,Y,Tarsikka,PB,2,2,B,NORTH,ATQ,Yes
673005,Y,Y,Y,Kozhikode,KL,2,5,D2,SOUTH,CLT,Yes
841243,Y,Y,Y,Mairwa,BR,3,3,D1,No service,No service,0
533003,Y,Y,Y,Kakinada,AP,3,4,D2,SOUTH,KAK,Yes
562131,Y,Y,Y,Kunigal,KA,3,4,D2,No service,No service,EDL /ODA
670702,Y,Y,Y,Chavassery,KL,3,5,#N/A,No service,No service,EDL /ODA
625527,Y,Y,Y,Usilampatti,TN,3,5,D2,No service,No service,EDL /ODA
630210,Y,Y,Y,Ponnamaravathi,TN,3,5,D2,No service,No service,EDL /ODA
676319,Y,Y,Y,Kozhikode,KL,2,5,D2,No service,No service,EDL /ODA
600058,Y,Y,Y,Chennai,TN,2,4,C2,SOUTH,MAA,Yes
210206,Y,Y,Y,Chitrakoot,UP,2,2,D1,No service,No service,EDL /ODA
804452,Y,Y,Y,Masaurhi,BR,2,3,D1,No service,No service,EDL /ODA
312603,Y,Y,Y,Mandphiya,RJ,2,3,D1,No service,No service,EDL /ODA
503306,Y,Y,Y,Banswada,TS,3,4,D2,No service,No service,EDL /ODA
416001,Y,Y,Y,Kolhapur,MH,2,4,D2,WEST,KHL,Yes
762101,Y,Y,Y,Raikia,OR,2,4,D2,No service,No service,EDL /ODA
630312,Y,Y,Y,Thiruvadanai,TN,3,5,D2,No service,No service,EDL /ODA
425423,Y,Y,Y,Shahada,MH,3,3,D1,No service,No service,EDL /ODA
460668,Y,Y,Y,Athner,MP,2,3,D1,No service,No service,EDL /ODA
210341,Y,Y,Y,Hamirpur-UP,UP,2,2,B,No service,No service,EDL /ODA
571434,Y,Y,Y,Mandya,KA,3,4,D2,No service,No service,EDL /ODA
753011,Y,Y,Y,Cuttack,OR,2,3,D2,EAST,CTK,Yes
209501,Y,Y,Y,Farrukhabad,UP,2,2,B,No service,No service,EDL /ODA
212107,Y,Y,Y,Shankargarh,UP,2,2,D1,No service,No service,EDL /ODA
272301,Y,Y,Y,Tanda,UP,3,3,D1,No service,No service,EDL /ODA
680125,Y,Y,Y,Irinjalakuda,KL,3,5,D2,No service,No service,EDL /ODA
572132,Y,Y,Y,Madhugiri,KA,3,4,D2,No service,No service,EDL /ODA
562111,Y,Y,Y,Dabaspete,KA,3,4,D2,No service,No service,EDL /ODA
691517,Y,Y,Y,Ayoor,KL,3,5,D2,No service,No service,EDL /ODA
695124,Y,Y,Y,Neyyattinkara,KL,3,5,D2,No service,No service,EDL /ODA
682301,Y,Y,Y,Cochin,KL,2,5,D2,No service,No service,EDL /ODA
301414,Y,Y,Y,Rajgarh-RJ,RJ,2,2,B,No service,No service,EDL /ODA
635120,Y,Y,Y,Krishnagiri,TN,3,4,D2,No service,No service,EDL /ODA
440037,Y,Y,Y,Nagpur,MH,2,3,D1,No service,No service,EDL /ODA
756171,Y,Y,Y,Dhamara,OR,3,4,D2,No service,No service,EDL /ODA
495004,Y,Y,Y,Bilaspur,CG,3,4,D1,WEST,BLP,Yes
246726,Y,Y,Y,Bijnor,UP,2,2,B,No service,No service,EDL /ODA
534198,Y,Y,Y,Bhimavaram,AP,3,4,D2,No service,No service,EDL /ODA
521369,Y,Y,Y,Machilipatnam,AP,3,4,D2,No service,No service,EDL /ODA
360578,Y,Y,Y,Porbandar,GJ,3,3,D1,No service,No service,EDL /ODA
440006,Y,Y,Y,Nagpur,MH,2,3,D1,WEST,NGP,Yes
531021,Y,Y,Y,Anakapalle,AP,3,4,D2,SOUTH,PWA,Yes
563114,Y,Y,Y,Bangarapet,KA,3,4,D2,No service,No service,EDL /ODA
517131,Y,Y,Y,Chittoor,AP,2,4,D2,No service,No service,EDL /ODA
626206,Y,Y,Y,Sivakasi,TN,3,5,D2,No service,No service,0
454660,Y,Y,Y,Badnagar,MP,2,3,D1,No service,No service,EDL /ODA
835220,Y,Y,Y,Gumla,JH,2,3,D1,No service,No service,EDL /ODA
411055,Y,Y,Y,Pune,MH,2,3,C2,No service,No service,0
823001,Y,Y,Y,Gaya,BR,2,3,D1,EAST,GAG,Yes
396321,Y,Y,Y,Bilimora,GJ,2,3,D1,WEST,BII,Yes
614809,Y,Y,Y,Pushpavanam,TN,4,5,D2,No service,No service,0
570009,Y,Y,Y,Mysore,KA,2,4,D2,SOUTH,MYS,Yes
504293,Y,Y,Y,Asifabad,TS,2,4,D1,No service,No service,0
424201,Y,Y,Y,Pachora,MH,3,4,D1,No service,No service,EDL /ODA
621016,Y,Y,Y,Thuraiyur,TN,3,5,D2,No service,No service,EDL /ODA
678621,Y,Y,Y,Palakkad,KL,3,4,D2,SOUTH,PLG,Yes
680013,Y,Y,Y,Thrissur,KL,3,5,D2,No service,No service,EDL /ODA
360008,Y,Y,Y,Rajkot,GJ,3,3,D1,WEST,RJK,Yes
231211,Y,Y,Y,Mirzapur,UP,3,3,D1,No service,No service,EDL /ODA
577227,Y,Y,Y,Shimoga,KA,3,5,D2,No service,No service,EDL /ODA
591239,Y,Y,Y,Chikodi,KA,3,4,D2,No service,No service,EDL /ODA
413525,Y,Y,Y,Kaij,MH,2,4,D2,No service,No service,EDL /ODA
250105,Y,Y,Y,Meerut,UP,2,2,B,NORTH,MEE,Yes
591228,Y,Y,Y,Nipani,KA,3,4,D2,No service,No service,EDL /ODA
224145,Y,Y,Y,Ayodhya,UP,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
586127,Y,Y,Y,Bijapur,KA,3,4,D2,No service,No service,EDL /ODA
415410,Y,Y,Y,Islampur,MH,2,4,D2,No service,No service,EDL /ODA
678020,Y,Y,Y,Palakkad,KL,3,4,D2,No service,No service,EDL /ODA
679344,Y,Y,Y,Nilambur,KL,2,5,D2,No service,No service,EDL /ODA
474012,Y,Y,Y,Gwalior,MP,2,2,B,WEST,GWL,Yes
741509,Y,Y,Y,Hanskhali,WB,3,4,D2,No service,No service,EDL /ODA
176048,Y,Y,Y,Jahu,HP,2,3,E,No service,No service,EDL /ODA
453661,Y,Y,Y,Pithampur,MP,2,3,D1,No service,No service,EDL /ODA
460661,Y,Y,Y,Multai,MP,2,3,D1,No service,No service,EDL /ODA
577211,Y,Y,Y,Shimoga,KA,3,5,D2,No service,No service,EDL /ODA
524323,Y,Y,Y,Nellore,AP,3,4,D2,No service,No service,EDL /ODA
470021,Y,Y,Y,Sagar,MP,2,2,D1,No service,No service,EDL /ODA
629158,Y,Y,Y,Marthandam,TN,3,5,D2,No service,No service,EDL /ODA
629176,Y,Y,Y,Marthandam,TN,3,5,D2,No service,No service,EDL /ODA
228101,Y,Y,Y,Shahganj,UP,3,3,D1,No service,No service,0
686037,Y,Y,Y,Kottayam,KL,3,5,D2,No service,No service,EDL /ODA
685611,Y,Y,Y,Adimali,KL,2,5,D2,No service,No service,EDL /ODA
492018,Y,Y,Y,Abhanpur,CG,2,4,D1,No service,No service,0
680124,Y,Y,Y,Kodungallur,KL,3,5,D2,No service,No service,EDL /ODA
688561,Y,Y,Y,Alappuzha,KL,3,5,D2,No service,No service,EDL /ODA
110039,Y,Y,Y,Delhi,DL,1,1,A,NORTH,DEL,Yes
344012,Y,Y,Y,Barmer,RJ,3,3,D1,No service,No service,0
325225,Y,Y,Y,Baran,RJ,2,3,B,No service,No service,EDL /ODA
591342,Y,Y,Y,Gokak,KA,3,4,D2,No service,No service,0
635818,Y,Y,Y,Gudiyattam,TN,3,4,D2,No service,No service,0
443201,Y,Y,Y,Chikhli,MH,3,5,#N/A,No service,No service,0
393155,Y,Y,Y,Rajpipla,GJ,2,3,D1,No service,No service,0
394430,Y,Y,Y,Dediapada,GJ,2,3,D1,No service,No service,EDL /ODA
226024,Y,Y,Y,Lucknow,UP,2,2,D1,NORTH,LCK,Yes
141308,Y,Y,Y,Jalandhar,PB,2,2,B,No service,No service,0
142032,Y,Y,Y,Raikot,PB,2,2,B,No service,No service,EDL /ODA
110035,Y,Y,Y,Delhi,DL,1,1,A,NORTH,DEL,Yes
230134,Y,Y,Y,Patti-UP,UP,2,2,D1,No service,No service,EDL /ODA
480998,Y,Y,Y,Lakhnadon,MP,3,3,D1,No service,No service,0
126114,Y,Y,Y,Jind,HR,2,2,B,No service,No service,EDL /ODA
781015,Y,Y,Y,Guwahati,AS,3,4,E,EAST,GAU,Yes
686604,Y,Y,Y,Kottayam,KL,3,5,D2,No service,No service,EDL /ODA
642104,Y,Y,Y,Pollachi,TN,2,4,D2,SOUTH,POL,Yes
243003,Y,Y,Y,Bareilly,UP,2,2,B,NORTH,BRY,Yes
821309,Y,Y,Y,Piro,BR,3,3,D1,No service,No service,EDL /ODA
803206,Y,Y,Y,Patna,BR,2,3,D1,No service,No service,0
501201,Y,Y,Y,Vikarabad,TS,2,4,D2,No service,No service,EDL /ODA
365450,Y,Y,Y,Amreli,GJ,3,4,D1,No service,No service,EDL /ODA
203405,Y,Y,Y,Siyana,UP,2,2,B,No service,No service,EDL /ODA
799290,Y,Y,Y,Kailashahar,TR,4,6,E,No service,No service,0
560031,Y,Y,Y,Bangalore,KA,2,4,C2,SOUTH,BLR,Yes
622412,Y,Y,Y,Pudukkottai,TN,3,5,D2,No service,No service,EDL /ODA
422306,Y,Y,Y,Lasalgaon,MH,3,4,D1,No service,No service,EDL /ODA
413737,Y,Y,Y,Loni,MH,3,4,D1,No service,No service,EDL /ODA
581212,Y,Y,Y,Kalaghatgi,KA,3,4,D2,No service,No service,EDL /ODA
805124,Y,Y,Y,Pakribarwan,BR,3,3,D1,No service,No service,EDL /ODA
625022,Y,Y,Y,Madurai,TN,3,5,D2,SOUTH,SAI,Yes
685604,Y,Y,Y,Iddukki,KL,2,5,D2,No service,No service,EDL /ODA
132023,Y,Y,Y,Karnal,HR,2,2,B,No service,No service,0
682021,Y,Y,Y,Cochin,KL,2,5,D2,SOUTH,KKQ,Yes
224164,Y,Y,Y,Kumarganj,UP,3,3,D1,No service,No service,EDL /ODA
635305,Y,Y,Y,Harur,TN,3,4,D2,No service,No service,EDL /ODA
301706,Y,Y,Y,Neemrana,RJ,2,2,B,NORTH,NMR,Yes
523273,Y,Y,Y,Kondapi,AP,3,4,D2,No service,No service,EDL /ODA
177108,Y,Y,Y,Dehra Gopipur,HP,3,3,E,No service,No service,EDL /ODA
388315,Y,Y,Y,Anand,GJ,2,3,D1,WEST,AND,Yes
624701,Y,Y,Y,Dindigul,TN,3,5,D2,No service,No service,EDL /ODA
574112,Y,Y,Y,Uchila,KA,2,5,#N/A,No service,No service,EDL /ODA
678003,Y,Y,Y,Palakkad,KL,3,4,D2,SOUTH,PLG,Yes
722150,Y,Y,Y,Khatra,WB,3,3,D1,No service,No service,EDL /ODA
411028,Y,Y,Y,Pune,MH,2,3,C2,WEST,PNQ,Yes
521134,Y,Y,Y,Vijayawada,AP,3,4,D2,No service,No service,EDL /ODA
824220,Y,Y,Y,Barachatti,BR,2,3,D1,No service,No service,0
224116,Y,Y,Y,Rudauli,UP,3,3,D1,No service,No service,EDL /ODA
516257,Y,Y,Y,Rayachoti,AP,3,4,D2,No service,No service,EDL /ODA
686020,Y,Y,Y,Kottayam,KL,3,5,D2,SOUTH,KYM,Yes
742301,Y,Y,Y,Khargram,WB,2,4,D1,No service,No service,EDL /ODA
136026,Y,Y,Y,Kaithal,HR,2,2,B,No service,No service,EDL /ODA
424312,Y,Y,Y,Kannad,MH,2,4,D1,No service,No service,0
425507,Y,Y,Y,Raver,MH,3,4,D1,No service,No service,EDL /ODA
534236,Y,Y,Y,Kaikaluru,AP,3,4,D2,No service,No service,EDL /ODA
505327,Y,Y,Y,Jagtial,TS,3,4,D1,SOUTH,JGT,Yes
847225,Y,Y,Y,Benipatti,BR,3,3,D1,No service,No service,EDL /ODA
754013,Y,Y,Y,Cuttack,OR,2,3,D2,No service,No service,EDL /ODA
534101,Y,Y,Y,Tadepalligudem,AP,3,4,D2,SOUTH,TPG,Yes
586142,Y,Y,Y,Sindagi,KA,3,4,D2,No service,No service,0
641665,Y,Y,Y,Tirupur,TN,2,4,D2,No service,No service,EDL /ODA
